,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
761689,,108415305,NA,2011,Spain,ES,Europe,Service Third World. SETEM Navarre,AG,1,Peru,PE,South America,4/30/11,12/30/12,1/1/11,NA,NA,Reinforcing infrastructures of primary health assistance in the human settlement of Pedro Castro Alva. Building of a health assistance center.,REINFORCING INFRASTRUCTURES OF PRIMARY HEALTH ASSISTANCE IN THE HUMAN SETTLEMENT OF PEDRO CASTRO ALVA. BUILDING OF A HEALTH ASSISTANCE CENTER.,"El objetivo principal del proyecto es dotar de una infraestructura bíçsica de atencií_nprimaria sanitaria al asentamiento humano de Pedro Castro Alva, en la periferia de laciudad de Chachapoyas, departamento del Amazonas, en Perí_. Se trata de darrespuesta a la demanda y necesidades de los pobladores de dicho asentamiento así_como de las localidades cercanas, logríçndose así_ un adecuado servicio en salud, con lafinalidad í_ltima de obtener un alto desarrollo personal y mejoramiento de la calidad devida del poblador de dicho asentamiento y alrededores.De acuerdo con las directrices marcadas por el Ministerio de Salud peruano parapoblaciones urbanas de estas caracterí_sticas, se construiríç un edificio que albergue lassiguientes dependencias: tí_pico, consultorio mí©dico, consultorio obstí©trico, enfermerí_a,sala de partos, archivo/admisií_n, cuarto de reposo, laboratorio, odontologí_a, almací©n,botadero, servicios higií©nicos y guardianí_a.Para el desarrollo de la actividad sanitaria se dotaríç al nuevo edificio del equipamientomí©dico y mobiliario necesarios.",009-003197-1,2011001610,122,Basic health,NA,,,,ODA Grants,122,I.2.b. Basic Health,12230,Basic health infrastructure,12230,Basic health infrastructure,85679,0,NA,0,0,0,0,NA,1,22000,NA,0,0,0,0,85678.5317,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
769420,,108671237,NA,2011,Spain,ES,Europe,FSU,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",CIENCIAS MEDICAS Y DE LA SALUD,2011-AECID-3660-0001,2011006420,121,"Health, general",12182,Medical research,42010.01|42010.04|15150.09,"Women in development, activity unspecified or does not fit elsewhere in group|Promotion of and support to WID groups and networks|Women's equality organisations and institutions",ODA Grants,121,"I.2.a. Health, General",12182,Medical research,12182,Medical research,68864,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,68864.18242,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
765177,,108525464,NA,2011,Spain,ES,Europe,Ate district City Council.,MUNIC,1,Peru,PE,South America,12/1/11,12/31/11,1/1/11,NA,NA,Intensive agricultural development in production areas of Bajo Riego in the Peasant communities of the Sub-basin of the Apurimac and Velille rivers. Cuzco.,INTENSIVE AGRICULTURAL DEVELOPMENT IN PRODUCTION AREAS OF BAJO RIEGO IN THE PEASANT COMMUNITIES OF THE SUB-BASIN OF THE APURIMAC AND VELILLE RIVERS.,"El proyecto pretende potenciar la produccií_n y la productividad en zonas de riego de 19 comunidades campesinas situadas en la cuenca media de los rí_os Apurimac-Livitaca y del Velille, Cuzco.",2011-EELL-0136-0001,2011007545,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31140,Agricultural water resources,31140,Agricultural water resources,51290,0,NA,NA,NA,NA,NA,NA,NA,22000,NA,0,0,0,0,51289.66908,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
801771,,116403245,NA,2012,France,FR,Europe,ONG basí©e dans un pays en dí©veloppement,MEN,1,Peru,PE,South America,,,1/1/12,NA,NA,Eaux continentales et cíÇtiíÂres : ressources et usages au Sud,EAUX CONTINENTALES ET CíîTIí_RES : RESSOURCES ET USAGES AU SUD,non spí©cifií©,,2012176333,140,Water supply and sanitation,14010,Water resources policy and administrative management,72050.01|72010.01,Relief co-ordination; protection and support services|All non-food relief items and assistance,ODA Grants,410,IV.1. General Environment Protection,41082,Environmental research,14010,Water resources policy and administrative management,1741041,0,NA,NA,1,NA,2,NA,NA,11000,NA,0,0,0,0,1634158.548,0,0,D02,0,0,8,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
652950,,50073931,50073931,2009,Spain,ES,Europe,Direct Line,UNIV,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,MOBILITY GRANTS WITH IBERO-AMERICA,MOBILITY GRANTS WITH IBERO-AMERICA,FOMENTO DE LOS ESTUDIOS DE GRADO EN PAíçSES DE AMí_RICA LATINA ENTRE EL ALUMNADO DE LA UMA.,11551,2009007331,430,Other,NA,,,,ODA Grants,430,IV.2. Other Multisector,43081,Multisector education/training,43081,Multisector education/training,17640,0,0,0,0,0,0,NA,0,10000,NA,0,0,0,0,0,0,17429.32739,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
881839,,105130612,NA,2011,Canada,CA,North & Central America,UNDP - PERU,CIDA,1,Peru,PE,South America,1/23/08,6/30/14,1/1/11,NA,NA,Oxfam-Quí©bec - Volunteer Sending 2009-2014 / Oxfam-Quí©bec - Envoi de volontaires 2009-2014,OXFAM-QUí_BEC - VOLUNTEER SENDING 2009-2014 / OXFAM-QUí_BEC - ENVOI DE VOLONTAIRES 2009-2014,"This volunteer sending program is designed to send 530 volunteers in 16 developing countries. It aims to: (1) enable partners to provide women and men with the capacity to exercise their economic rights and to reduce their vulnerability to change; (2) enable civil society to establish effective dialogues with the government to identify policies and strategies that benefit vulnerable populations regarding the issues linked to essential health, education and drinking water services; (3) enable partners to strengthen women's leadership and increase their capacity to influence, to identify strategies that eliminate all forms of violence and discrimination towards them, to ensure the defence and the promotion of their rights, and to involve men in this regard; and (4) enable partners to better defend youth issues in local policies, to promote access to essential education and health services for youth, and make youth stakeholders in society. An amount of $80,622 has been added to the total amount for each of the Volunteer Cooperation Agency programs for CIDA-led program evaluations. / Ce programme d'envoi de volontaires permet l'envoi de 530 volontaires dans 16 pays en voie de dí©veloppement. Il vise íæ 1) habiliter les partenaires afin de donner aux femmes et aux hommes les capacití©s d'exercer leurs droits í©conomiques et íæ rí©duire leur vulní©rabilití© face aux changements, 2) habiliter la socií©tí© civile afin qu'elle soit en mesure d'í©tablir un dialogue efficace avec le gouvernement afin d'identifier des politiques et stratí©gies en faveur des populations vulní©rables sur les questions touchant les services essentiels en matiíÂre de santí©, d'í©ducation et d'eau potable, 3) habiliter les partenaires afin de renforcer le leadership des femmes et d'accroitre leur capacití© d'influence, d'identifier des stratí©gies pour í©liminer toute forme de violence et de discrimination íæ leur í©gard, d'assurer la dí©fense et la promotion de leurs droits et d'impliquer les hommes dans cette dí©marche, 4) habiliter les partenaires afin qu'ils soient en mesure de mieux dí©fendre la position des jeunes face aux politiques locales, de favoriser l'accíÂs des jeunes íæ des services essentiels d'í©ducation et de santí© et d'en faire des acteurs de la socií©tí©. Un montant de $ 80 622 a í©tí© ajoutí© au montant total pour chaque programme des organisations de coopí©ration volontaire, pour les í©valuations de programmes mení©es par l'ACDI.",S064524PRG,2.01E+13,430,Other,43010,Multisector aid,43040.01,"Rural development, activity unspecified or does not fit elsewhere in this group ",ODA Grants,321,III.2.a. Industry,32130,Sme development,43010,Multisector aid,152,0,0,0,0,2,1,NA,1,21000,NA,0,0,0,0,0,151.6530179,0,D01,0,0,3,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
881855,,105131216,NA,2011,Canada,CA,North & Central America,Disabled Peoples' International,CIDA,1,Peru,PE,South America,3/31/11,4/30/14,1/1/11,NA,NA,MEDA Techno-links: Technology Links for Improved Access and Incomes / MEDA Liens technos : liens technologiques pour amí©liorer l'accíÂs et les revenus,MEDA TECHNO-LINKS: TECHNOLOGY LINKS FOR IMPROVED ACCESS AND INCOMES / MEDA LIENS TECHNOS : LIENS TECHNOLOGIQUES POUR AMí_LIORER L'ACCí_S ET LES REVENUS,"The Mennonite Economic Development Associates of Canada (MEDA) help local businesses develop financial and agricultural technology-related products and services, so they can better respond to the needs of smallholder farmers and enterprises in Zambia, Nicaragua and Peru. The program has two components: (1) Technology Links for Financial Services: MEDA works with MiCredito, as microfinance institution in Nicaragua and Mobile Transaction Zambia Limited (MTZL) a mobile transaction company in Zambia, to develop their capacity to serve low-income customers with appropriate and affordable financial products; and (2) Technology Links for Agriculture: MEDA establishes an Agriculture Technology Matching Grant Fund in Peru and Nicaragua. The Inter American Development Bank provides grants funding in order to incent private sector investments in agricultural technologies that address the needs of small farmers. CIDA's contribution is used to support technical assistance related to the management and administration of the Fund. / Le Mennonite Economic Development Associates du Canada (MEDA) aide les entreprises locales íæ dí©velopper des produits et services technologiques en matiíÂre de finance et d'agriculture afin de leur permettre de mieux rí©pondre aux besoins des petits agriculteurs et des petites entreprises en Zambie, au Nicaragua et au Pí©rou. Le programme comprend deux í©lí©ments : 1) Liens technologiques pour les services financiers : MEDA travaille avec MiCredito, une institution de microfinance au Nicaragua, et Mobile Transaction Zambia Limited (MTZL), une compagnie d'opí©ration financiíÂre mobile en Zambie, dans le but de dí©velopper leurs capacití©s íæ desservir des clients íæ faible revenu avec des produits financiers adaptí©s et abordables; 2) Liens technologiques pour l'agriculture : MEDA soutient un Fonds de subvention de contrepartie pour les technologies agricoles au Pí©rou et au Nicaragua. La Banque Interamí©ricaine de Dí©veloppement fournit le financement ní©cessaire pour encourager le secteur priví© íæ investir dans les technologies agricoles qui rí©pondent aux besoins des petits agriculteurs. La contribution de l'ACDI permet de soutenir l'aide technique lií©e íæ la gestion et íæ l'administration du Fonds.",S065138001,2.01E+13,220,Communications,22040,Information and communication technology (ICT),15130.06|15130.04|15130.03,Law enforcement and crime prevention|Legal training and education|Institutional strengthening of legal and judicial systems,ODA Grants,240,II.4. Banking & Financial Services,24040,Informal/semi-formal fin. intermed.,22040,Information and communication technology (ICT),188121,0,0,0,0,1,1,NA,0,22000,NA,0,0,0,0,188120.5136,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
93565,95221744,50025523,50025523,2009,Italy,IT,Europe,"PUBLIC SECTOR (donor, recipient, other)",CA,1,Peru,PE,South America,,,1/1/09,NA,NA,Isituto Superiore Tecnologico,VOCATIONAL TRAINING,Cooperazione per lo sviluppo educativo professionale,,91821,113,Secondary education,NA,,,,ODA Grants,113,I.1.c. Secondary Education,11330,Vocational training,11330,Vocational training,28268,0,0,0,0,0,0,NA,0,10000,NA,0,0,0,0,0,0,0,,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
1341133,64283265,94615428,NA,2010,Italy,IT,Europe,,LA,3,Peru,PE,South America,9/15/10,12/20/11,1/1/10,NA,NA,Reduction of maternal and infant mortality rate in the southern outskirts of Lima - Perí_. First year,REDUCTION OF MATERNAL AND INFANT MORTALITY RATE IN THE SOUTHERN OUTSKIRTS OF LIMA - PERí». FIRST YEAR,"The project aims to reduce the mother and children mortality, improving the access to health care for local population through the creation of a medical ambulotory and training of medical staff.",CS2010A43,2010002415,122,Basic health,NA,,,,ODA Grants,122,I.2.b. Basic Health,12281,Health personnel development,12281,Health personnel development,42242,0,0,0,0,1,0,NA,2,10000,NA,0,0,0,0,39735.09934,0,0,C01,0,0,3,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
264504,,97271433,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,BASIC DRINKING WATER SUPPLY,Construccií_n de sistema de agua potable en los caserí_os Las Cucardas y Las Delicias del Centro Poblado de Numparque (Perí_),2010-BIL-EELL-28781,2010013699,140,Water supply and sanitation,NA,,,,ODA Grants,140,I.4. Water Supply & Sanitation,14031,Basic drinking water supply,14030,Basic drinking water supply and basic sanitation,16989,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,16029.8543,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
769415,,108671056,NA,2011,Spain,ES,Europe,FSU,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",CIENCIAS DE LA INFORMACIíñN,2011-AECID-3655-0001,2011006415,220,Communications,22010,Communications policy and administrative management,31150.01|31150.04|31191.01|31191.03,"Agricultural inputs, activity unspecified or does not fit elsewhere in group|Agricultural machinery/equipment|Agricultural services |Agricultural financial services",ODA Grants,220,II.2. Communications,22010,Communications policy & admin. mgmt,22010,Communications policy and administrative management,15017,0,NA,0,0,NA,0,NA,2,11000,NA,0,0,0,0,15016.68521,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
258584,,97055013,NA,2010,Spain,ES,Europe,CUME FOUNDATION FOR THE DEVELOPMENT OF CULTURES AND PEOPLE,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,Sustainable economic circuits and healthy peasant communities in Huancavelica region,SUSTAINABLE ECONOMIC CIRCUITS AND HEALTHY PEASANT COMMUNITIES IN HUANCAVELICA REGION,ND,2010-BIL-CCAA-24499,2010008219,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31120,Agricultural development,31120,Agricultural development,212552,0,1,0,0,0,0,NA,0,22000,NA,0,0,0,0,200552.3179,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1096100,50025556,96190905,NA,2010,Spain,ES,Europe,MIN. OF AGRIC. DEVPTŒæWATERŒæRESOURCES AUTHORITYŒæOF PANAMAŒæINSTITUTE OFŒæAGRIC RESEARCH SENAPAN,MFA,1,Peru,PE,South America,1/1/10,1/1/14,1/1/10,NA,NA,"Food Nutritional Security and promotion of Health of rural populations, in Bolivia and Peru","FOOD NUTRITIONAL SECURITY AND PROMOTION OF HEALTH OF RURAL POPULATIONS, IN BOLIVIA AND PERU","La presente propuesta de Convenio pretende consolidar, profundizar y extender los logros de seis de los principales procesos de desarrollo que Prosalus impulsa en Perí_ y Bolivia, orientados al efectivo ejercicio de los derechos humanos a la salud, a la alimentacií_n y al agua. Para ello, se integran en un sí_lo programa las seis intervenciones para, desde este enfoque basado en derechos, dar continuidad al trabajo de incidencia en los determinantes de la salud de las comunidades de intervencií_n, especialmente la deficiente alimentacií_n y la desnutricií_n, que tiene un impacto sobre la salud y desarrollo vital de las personas, por lo que las intervenciones persiguen garantizar la Seguridad Alimentaria Nutricional, con enfoque de Soberaní_a, promoviendo la equidad de gí©nero, la sostenibilidad ambiental, la participacií_n activa de la poblacií_n en la construccií_n y control social de las polí_ticas pí_blicas relacionadas, reforzando la gobernabilidad local y fomentando mayor implicacií_n de las autoridades en el desarrollo rural (clave para la sostenibilidad y replicabilidad de las iniciativas implementadas). Todas las intervenciones se llevan a cabo en íçmbito rural, en comunidades campesinas andinas situadas a gran altura, con condiciones climatolí_gicas adversas y alejadas de los centros de provisií_n de servicios. Para aprovechar el potencial siní©rgico entre las seis acciones, Prosalus ejerceríç un rol facilitador de procesos de reflexií_n estratí©gica y operativa, fomentando el debate sobre la estrategia de intervencií_n al interior del Convenio con una visií_n global y en base a la experiencia en otros paí_ses, confiriendo cohesií_n a traví©s de, entre otras actividades conjuntas, intercambios de experiencias y acciones de incidencia en polí_ticas pí_blicas de soberaní_a alimentaria y salud.",2010-BIL-AGE-1333,2010001333,122,Basic health,12240,Basic nutrition,15140.01|15110.03|15140.04,"Government administration, activity unspecified or does not fit elsewhere in group |Institutional capacity building, Government|Civil service and administrative reform",ODA Grants,122,I.2.b. Basic Health,12240,Basic nutrition,12240,Basic nutrition,3804167,0,0,0,1,1,1,NA,2,22000,NA,0,0,0,0,0,0,3589403.974,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
